"host_since","host_response_time","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","latitude","longitude","bathrooms_text","accommodates","price","minimum_nights","availability_365","review_scores_rating","instant_bookable","reviews_per_month","room_typeEntire home/apt","room_typeHotel room","room_typePrivate room","room_typeShared room","neighbourhood_group_cleansedBronx","neighbourhood_group_cleansedBrooklyn","neighbourhood_group_cleansedManhattan","neighbourhood_group_cleansedQueens","neighbourhood_group_cleansedStaten Island","price_log"
1724,4,0,1,1,0,"Staten Island",40.606396,-74.067902,1,2,80,3,76,4.33,1,0.36,1,0,0,0,0,0,0,0,1,4.38202663467388
3146,3,0,1,1,0,"Staten Island",40.6154,-74.11354,1,2,79,1,271,5,0,0.14,0,0,1,0,0,0,0,0,1,4.36944785246702
2700,0,0,4,1,1,"Brooklyn",40.71211,-73.95353,1,5,350,2,0,5,0,0.37,1,0,0,0,0,1,0,0,0,5.85793315448346
4197,3,1,10,1,1,"Brooklyn",40.67161,-73.97816,1,2,208,3,53,4.33,0,3.24,1,0,0,0,0,1,0,0,0,5.33753807970132
4105,3,0,2,1,1,"Brooklyn",40.68025,-73.97622,1,2,338,3,0,5,0,0.13,1,0,0,0,0,1,0,0,0,5.82304589548302
2319,4,0,3322,1,1,"Manhattan",40.778893,-73.953491,2,4,709,31,280,0,1,0,1,0,0,0,0,0,1,0,0,6.56385552653213
663,4,0,22,1,1,"Queens",40.77356,-73.91638,1,2,73,1,115,4.18,1,1.38,0,0,1,0,0,0,0,1,0,4.29045944114839
2907,3,0,0,1,1,"Staten Island",40.63042,-74.10299,1,4,99,3,338,4,0,0.58,1,0,0,0,0,0,0,0,1,4.59511985013459
1734,4,0,0,1,1,"Manhattan",40.80566,-73.94979,1,4,230,1,301,4.62,1,3.18,1,0,0,0,0,0,1,0,0,5.4380793089232
764,2,0,16,1,1,"Manhattan",40.74441,-73.97651,1,3,115,30,276,0,0,0,1,0,0,0,0,0,1,0,0,4.74493212836325
764,2,0,16,1,1,"Manhattan",40.74444,-73.97687,1,2,115,30,276,0,0,0,1,0,0,0,0,0,1,0,0,4.74493212836325
4242,4,0,0,1,1,"Brooklyn",40.71206,-73.95286,1,5,280,3,0,4.75,1,1.56,1,0,0,0,0,1,0,0,0,5.63478960316925
764,2,0,16,1,1,"Manhattan",40.74424,-73.97643,1,2,115,30,276,0,0,0,1,0,0,0,0,0,1,0,0,4.74493212836325
646,4,0,3,1,1,"Brooklyn",40.68556,-73.87445,1,4,164,5,350,4.2,0,1.26,1,0,0,0,0,1,0,0,0,5.0998664278242
764,2,0,16,1,1,"Manhattan",40.7444,-73.97852,1,2,115,30,275,0,0,0,1,0,0,0,0,0,1,0,0,4.74493212836325
1271,3,1,6,1,1,"Manhattan",40.71733,-73.99111,1,4,150,30,263,4.6,0,0.71,1,0,0,0,0,0,1,0,0,5.01063529409626
2898,4,1,2,1,1,"Queens",40.69866,-73.90693,1,2,72,2,78,5,1,2,0,0,1,0,0,0,0,1,0,4.27666611901606
4579,3,0,2,1,0,"Brooklyn",40.69209,-73.96126,1,1,95,1,72,4.67,0,1,0,0,1,0,0,1,0,0,0,4.55387689160054
3996,3,0,0,1,1,"Brooklyn",40.67709,-73.94381,1,2,160,2,2,5,0,0.65,1,0,0,0,0,1,0,0,0,5.07517381523383
573,0,0,0,1,1,"Brooklyn",40.67857,-73.91423,1,2,120,14,29,0,0,0,1,0,0,0,0,1,0,0,0,4.78749174278205
1804,3,0,0,1,1,"Manhattan",40.7412263458353,-73.9798337079117,1,2,250,14,57,5,0,1,1,0,0,0,0,0,1,0,0,5.52146091786225
573,2,0,0,1,1,"Staten Island",40.61944,-74.08612,1,1,79,1,175,4.4,0,0.63,0,0,1,0,0,0,0,0,1,4.36944785246702
848,4,0,23,1,1,"Manhattan",40.7543,-73.99763,2,1,106,7,117,3,1,0.19,0,0,1,0,0,0,1,0,0,4.66343909411207
2008,3,0,1,1,1,"Brooklyn",40.70049,-73.92773,1,1,50,1,75,4.33,0,0.89,0,0,1,0,0,1,0,0,0,3.91202300542815
1204,2,1,0,1,1,"Brooklyn",40.69071,-73.93449,1,1,90,2,306,4.9,0,1.25,0,0,1,0,0,1,0,0,0,4.49980967033027
1041,4,1,6,1,1,"Manhattan",40.77864,-73.95103,1,2,380,30,93,0,0,0,1,0,0,0,0,0,1,0,0,5.94017125272043
2257,3,0,1,1,1,"Bronx",40.85508,-73.90143,1,4,75,2,205,4.93,0,1.82,0,0,1,0,1,0,0,0,0,4.31748811353631
1029,3,0,3,1,1,"Brooklyn",40.67338,-73.94499,1,1,52,30,116,5,0,0.46,1,0,0,0,0,1,0,0,0,3.95124371858143
3250,4,1,0,1,1,"Manhattan",40.73026,-73.99029,1,4,427,3,2,4.94,0,2.22,1,0,0,0,0,0,1,0,0,6.05678401322862
2454,3,1,0,1,1,"Manhattan",40.82291,-73.94939,1,2,98,1,356,4.7,0,1.26,0,0,1,0,0,0,1,0,0,4.58496747867057
600,4,0,0,1,1,"Queens",40.73521,-73.89534,1,2,50,1,34,5,1,0.24,0,0,1,0,0,0,0,1,0,3.91202300542815
600,4,0,0,1,1,"Queens",40.73709,-73.89637,1,6,138,1,166,4.52,1,6.27,1,0,0,0,0,0,0,1,0,4.92725368515721
1085,4,0,4,1,1,"Manhattan",40.74762,-73.98873,1,4,233,1,139,4.5,1,0.62,1,0,0,0,0,0,1,0,0,5.4510384535657
576,4,0,2,1,1,"Manhattan",40.81638,-73.9378,1,4,163,1,139,4.88,0,3.1,1,0,0,0,0,0,1,0,0,5.09375020080676
2942,2,0,28,1,1,"Brooklyn",40.69941,-73.93896,2,1,38,30,266,0,0,0,0,0,1,0,0,1,0,0,0,3.63758615972639
2522,4,0,7,1,1,"Manhattan",40.72654,-73.98693,1,2,130,1,8,4.29,1,1.75,0,0,1,0,0,0,1,0,0,4.86753445045558
1436,4,0,4,1,1,"Manhattan",40.72957,-73.9797,1,4,424,3,335,4.77,1,1.69,1,0,0,0,0,0,1,0,0,6.04973345523196
1404,4,0,0,1,0,"Brooklyn",40.68893,-73.93688,1,4,135,3,53,4.71,1,2.44,1,0,0,0,0,1,0,0,0,4.90527477843843
2522,4,0,7,1,1,"Manhattan",40.72845,-73.9866,1,2,140,1,18,4.11,1,2.24,0,0,1,0,0,0,1,0,0,4.9416424226093
572,4,1,0,1,1,"Manhattan",40.80052,-73.93531,1,4,156,1,18,4.87,0,3.66,1,0,0,0,0,0,1,0,0,5.04985600724954
2522,4,0,7,1,1,"Manhattan",40.72648,-73.98814,1,10,450,1,345,4.5,1,0.73,0,0,1,0,0,0,1,0,0,6.10924758276437
3039,4,0,1,1,0,"Manhattan",40.81813,-73.94368,1,4,116,30,245,0,1,0,1,0,0,0,0,0,1,0,0,4.75359019110636
600,4,0,0,1,1,"Queens",40.73509,-73.89535,1,5,162,1,164,4.83,1,4.9,1,0,0,0,0,0,0,1,0,5.08759633523238
831,4,0,6,1,1,"Queens",40.77437,-73.9151,1,3,168,3,316,4.58,1,3.45,1,0,0,0,0,0,0,1,0,5.12396397940326
5178,4,1,1,1,1,"Brooklyn",40.67459,-73.96119,1,4,156,2,0,5,0,4.04,0,0,1,0,0,1,0,0,0,5.04985600724954
2522,4,0,7,1,1,"Manhattan",40.72636,-73.98673,1,16,650,1,361,5,0,0.17,0,0,0,1,0,0,1,0,0,6.47697236288968
1932,0,0,3,1,1,"Manhattan",40.76534,-73.99305,1,2,120,30,344,0,0,0,1,0,0,0,0,0,1,0,0,4.78749174278205
2599,2,0,0,1,1,"Brooklyn",40.66571,-73.95009,1,1,55,3,81,4.83,0,0.78,0,0,1,0,0,1,0,0,0,4.00733318523247
1803,2,0,5,1,1,"Manhattan",40.75287,-73.99465,1,2,1000,1,180,0,1,0,0,0,1,0,0,0,1,0,0,6.90775527898214
752,2,0,2,1,1,"Brooklyn",40.66441,-73.95339,1,4,120,15,1,5,0,0.4,1,0,0,0,0,1,0,0,0,4.78749174278205
681,4,0,2,1,1,"Queens",40.74967,-73.87056,1,2,66,2,348,4.79,1,3.63,0,0,1,0,0,0,0,1,0,4.18965474202643
3681,4,0,2633,1,1,"Manhattan",40.71918,-73.98897,3,12,1721,1,364,5,1,0.39,0,0,1,0,0,0,1,0,0,7.45066079621154
3681,4,0,2633,1,1,"Manhattan",40.72059,-73.98697,2,4,920,1,358,3.67,1,0.5,0,0,1,0,0,0,1,0,0,6.82437367004309
798,4,0,0,1,1,"Brooklyn",40.6865,-73.9288,2,6,157,1,291,4.62,0,4.81,1,0,0,0,0,1,0,0,0,5.05624580534831
3681,4,0,2633,1,1,"Manhattan",40.72103,-73.98874,3,12,1786,1,364,0,1,0,0,0,1,0,0,0,1,0,0,7.48773376143644
3681,4,0,2633,1,1,"Manhattan",40.71908,-73.98687,3,12,1881,1,364,0,1,0,0,0,1,0,0,0,1,0,0,7.53955882930103
3681,4,0,2633,1,1,"Manhattan",40.72084,-73.98722,2,4,912,1,357,0,1,0,0,0,1,0,0,0,1,0,0,6.81563999007433
3681,4,0,2633,1,1,"Manhattan",40.71948,-73.98696,2,4,920,1,358,0,1,0,0,0,1,0,0,0,1,0,0,6.82437367004309
3681,4,0,2633,1,1,"Manhattan",40.7189,-73.98751,2,4,1165,1,364,0,1,0,0,0,1,0,0,0,1,0,0,7.0604763659998
3681,4,0,2633,1,1,"Manhattan",40.72051,-73.98903,2,4,1154,1,364,0,1,0,0,0,1,0,0,0,1,0,0,7.05098944706805
3681,4,0,2633,1,1,"Manhattan",40.71941,-73.98705,2,4,1154,1,364,0,1,0,0,0,1,0,0,0,1,0,0,7.05098944706805
3324,4,0,0,1,0,"Brooklyn",40.6837,-73.93007,1,2,127,1,75,4.92,0,2.52,0,0,1,0,0,1,0,0,0,4.84418708645859
3681,4,0,2633,1,1,"Manhattan",40.72104,-73.98768,2,8,1244,1,364,0,1,0,0,0,1,0,0,0,1,0,0,7.12608727329912
3681,4,0,2633,1,1,"Manhattan",40.71903,-73.98829,2,8,1201,1,364,0,1,0,0,0,1,0,0,0,1,0,0,7.09090982207998
3681,4,0,2633,1,1,"Manhattan",40.71893,-73.98877,2,4,961,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.86797440897029
3681,4,0,2633,1,1,"Manhattan",40.72087,-73.98836,2,4,952,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.85856503479136
3681,4,0,2633,1,1,"Manhattan",40.71934,-73.98721,2,4,952,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.85856503479136
3681,4,0,2633,1,1,"Manhattan",40.71897,-73.98823,2,4,992,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.89972310728487
3681,4,0,2633,1,1,"Manhattan",40.71894,-73.9886,2,4,1001,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.90875477931522
668,4,0,13,1,1,"Manhattan",40.75092,-73.99803,1,2,89,3,23,4.73,1,5.51,0,0,1,0,0,0,1,0,0,4.48863636973214
3681,4,0,2633,1,1,"Manhattan",40.71909,-73.98873,2,4,1001,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.90875477931522
3681,4,0,2633,1,1,"Manhattan",40.72021,-73.98714,1,2,460,1,358,3.5,1,0.28,0,0,1,0,0,0,1,0,0,6.13122648948314
742,4,0,0,1,1,"Queens",40.66112,-73.73009,1,4,110,2,84,4.71,1,2.53,1,0,0,0,0,0,0,1,0,4.70048036579242
3681,4,0,2633,1,1,"Manhattan",40.71883,-73.98688,1,2,582,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.36647044773144
3681,4,0,2633,1,1,"Manhattan",40.71899,-73.98837,1,2,582,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.36647044773144
3681,4,0,2633,1,1,"Manhattan",40.72064,-73.98724,1,2,582,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.36647044773144
3681,4,0,2633,1,1,"Manhattan",40.72085,-73.98895,1,4,627,1,364,5,1,0.61,0,0,1,0,0,0,1,0,0,6.44094654063292
3681,4,0,2633,1,1,"Manhattan",40.72051,-73.98871,1,4,601,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.39859493453521
3681,4,0,2633,1,1,"Manhattan",40.72064,-73.98909,1,4,569,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.34388043412633
2068,4,1,1,1,1,"Manhattan",40.71978,-73.98164,1,2,225,3,67,4.9,0,2.73,1,0,0,0,0,0,1,0,0,5.41610040220442
668,4,0,13,1,1,"Manhattan",40.7494,-73.99601,1,2,83,3,40,4.34,1,8.75,0,0,1,0,0,0,1,0,0,4.4188406077966
2685,2,0,188,1,1,"Manhattan",40.78048,-73.95384,1,2,125,30,295,5,0,0.33,1,0,0,0,0,0,1,0,0,4.8283137373023
571,4,1,1,1,1,"Queens",40.70011,-73.79401,1,2,85,1,156,4.71,1,7.1,1,0,0,0,0,0,0,1,0,4.44265125649032
798,4,0,0,1,1,"Brooklyn",40.64564,-74.01864,1,6,157,1,324,4.63,0,4.79,1,0,0,0,0,1,0,0,0,5.05624580534831
3408,0,0,0,1,0,"Manhattan",40.76835,-73.9596,1,2,290,1,0,0,0,0,1,0,0,0,0,0,1,0,0,5.66988092298052
794,3,0,3,1,1,"Manhattan",40.75407,-73.96937,1,1,53,90,187,0,1,0,0,0,1,0,0,0,1,0,0,3.97029191355212
1979,4,0,1,1,1,"Manhattan",40.73861,-73.97782,1,2,170,1,0,5,1,3.48,1,0,0,0,0,0,1,0,0,5.13579843705026
3556,2,0,1,1,1,"Brooklyn",40.70701,-73.95095,1,1,65,5,4,5,0,0.33,0,0,1,0,0,1,0,0,0,4.17438726989564
1910,4,1,1,1,1,"Brooklyn",40.66057,-73.99321,1,2,225,1,147,4.94,0,2.02,1,0,0,0,0,1,0,0,0,5.41610040220442
570,4,0,0,1,1,"Brooklyn",40.6951,-73.94353,1,2,110,25,327,4.5,0,0.25,1,0,0,0,0,1,0,0,0,4.70048036579242
1567,4,0,5,1,1,"Manhattan",40.79431,-73.94499,1,2,120,30,308,5,1,0.18,0,0,1,0,0,0,1,0,0,4.78749174278205
3681,4,0,2633,1,1,"Manhattan",40.72085,-73.98889,1,2,500,1,364,5,1,0.34,0,0,1,0,0,0,1,0,0,6.21460809842219
1178,3,1,1,1,1,"Manhattan",40.79957,-73.96581,2,2,195,4,70,4.88,0,1.07,0,0,1,0,0,0,1,0,0,5.27299955856375
1336,2,0,6,1,1,"Manhattan",40.72107,-73.99284,1,2,160,30,321,4,0,1,1,0,0,0,0,0,1,0,0,5.07517381523383
570,4,1,1,1,1,"Manhattan",40.74146,-73.98377,1,4,279,4,324,4.33,1,1.18,1,0,0,0,0,0,1,0,0,5.63121178182137
570,4,0,0,1,1,"Manhattan",40.7586,-73.96666,1,2,151,5,13,4.88,0,1.08,1,0,0,0,0,0,1,0,0,5.01727983681492
580,4,0,44,1,0,"Manhattan",40.76222,-73.97535,1,2,152,1,352,4.17,1,0.78,1,0,0,0,0,0,1,0,0,5.02388052084628
580,4,0,44,1,0,"Manhattan",40.76333,-73.97552,1,2,181,1,352,4.61,1,2.42,1,0,0,0,0,0,1,0,0,5.19849703126583
1336,2,0,6,1,1,"Manhattan",40.72125,-73.99319,1,4,200,30,293,0,0,0,1,0,0,0,0,0,1,0,0,5.29831736654804
580,4,0,44,1,0,"Manhattan",40.7618,-73.97579,1,2,179,1,347,4.29,1,1.94,1,0,0,0,0,0,1,0,0,5.18738580584075
580,4,0,44,1,0,"Manhattan",40.7615,-73.9775,1,2,179,1,348,4.52,1,5.74,1,0,0,0,0,0,1,0,0,5.18738580584075
1336,2,0,6,1,1,"Manhattan",40.72273,-73.99108,1,2,150,30,308,0,0,0,1,0,0,0,0,0,1,0,0,5.01063529409626
1336,2,0,6,1,1,"Manhattan",40.72067,-73.99202,1,6,253,30,227,3,0,0.88,1,0,0,0,0,0,1,0,0,5.53338948872752
580,4,0,44,1,0,"Manhattan",40.76348,-73.97542,1,2,163,1,351,4.5,1,0.63,1,0,0,0,0,0,1,0,0,5.09375020080676
580,4,0,44,1,0,"Manhattan",40.76156,-73.97564,1,2,179,1,333,4.35,1,2.82,1,0,0,0,0,0,1,0,0,5.18738580584075
580,4,0,44,1,0,"Manhattan",40.76346,-73.97686,1,2,173,1,350,4.58,1,2.47,1,0,0,0,0,0,1,0,0,5.15329159449778
580,4,0,44,1,0,"Manhattan",40.76348,-73.97596,1,2,169,1,350,3.5,1,0.87,1,0,0,0,0,0,1,0,0,5.12989871492307
580,4,0,44,1,0,"Manhattan",40.76145,-73.97606,1,2,179,1,352,4.38,1,3.25,1,0,0,0,0,0,1,0,0,5.18738580584075
580,4,0,44,1,0,"Manhattan",40.76308,-73.97754,1,2,163,1,354,4.33,1,1.05,1,0,0,0,0,0,1,0,0,5.09375020080676
580,4,0,44,1,0,"Manhattan",40.76345,-73.97726,1,2,163,1,353,4.13,1,2.08,1,0,0,0,0,0,1,0,0,5.09375020080676
580,4,0,44,1,0,"Manhattan",40.76203,-73.97552,1,2,179,1,350,4.73,1,1.43,1,0,0,0,0,0,1,0,0,5.18738580584075
580,4,0,44,1,0,"Manhattan",40.76346,-73.97684,1,2,172,1,348,4.5,1,1.49,1,0,0,0,0,0,1,0,0,5.14749447681345
580,4,0,44,1,0,"Manhattan",40.76338,-73.97579,1,2,179,1,340,4,1,1.35,1,0,0,0,0,0,1,0,0,5.18738580584075
580,4,0,44,1,0,"Manhattan",40.76193,-73.97553,1,2,160,1,324,4.3,1,2.61,1,0,0,0,0,0,1,0,0,5.07517381523383
580,4,0,44,1,0,"Manhattan",40.76146,-73.97521,1,2,160,1,346,4.13,1,2.15,1,0,0,0,0,0,1,0,0,5.07517381523383
580,4,0,44,1,0,"Manhattan",40.76187,-73.97755,1,2,157,1,359,4.33,1,2.73,1,0,0,0,0,0,1,0,0,5.05624580534831
580,4,0,44,1,0,"Manhattan",40.76273,-73.9752,1,2,171,1,357,4,1,1.07,1,0,0,0,0,0,1,0,0,5.14166355650266
580,4,0,44,1,0,"Manhattan",40.7617,-73.97527,1,2,158,1,352,4.3,1,1.36,1,0,0,0,0,0,1,0,0,5.06259503302697
580,4,0,44,1,0,"Manhattan",40.76347,-73.97667,1,2,160,1,299,4.7,1,1.33,1,0,0,0,0,0,1,0,0,5.07517381523383
580,4,0,44,1,0,"Manhattan",40.7631,-73.97724,1,2,189,1,337,4.86,1,0.93,1,0,0,0,0,0,1,0,0,5.24174701505964
580,4,0,44,1,0,"Manhattan",40.7635,-73.97536,1,2,179,1,335,4,1,1.03,1,0,0,0,0,0,1,0,0,5.18738580584075
580,4,0,44,1,0,"Manhattan",40.76205,-73.97731,1,2,160,1,355,4.3,1,1.3,1,0,0,0,0,0,1,0,0,5.07517381523383
580,4,0,44,1,0,"Manhattan",40.76184,-73.97574,1,2,161,1,353,3.83,1,0.78,1,0,0,0,0,0,1,0,0,5.08140436498446
580,4,0,44,1,0,"Manhattan",40.76318,-73.9753,1,2,175,1,358,3.62,1,1.69,1,0,0,0,0,0,1,0,0,5.16478597392351
580,4,0,44,1,0,"Manhattan",40.76352,-73.97554,1,2,175,1,316,4.68,1,3.5,1,0,0,0,0,0,1,0,0,5.16478597392351
580,4,0,44,1,0,"Manhattan",40.76169,-73.9752,1,2,163,1,351,4.29,1,2.26,1,0,0,0,0,0,1,0,0,5.09375020080676
580,4,0,44,1,0,"Manhattan",40.76365,-73.9757,1,2,160,1,355,4.52,1,2.73,1,0,0,0,0,0,1,0,0,5.07517381523383
580,4,0,44,1,0,"Manhattan",40.76147,-73.9773,1,2,189,1,356,4.36,1,1.82,1,0,0,0,0,0,1,0,0,5.24174701505964
580,4,0,44,1,0,"Manhattan",40.76224,-73.9773,1,2,160,1,358,4.19,1,2.2,1,0,0,0,0,0,1,0,0,5.07517381523383
580,4,0,44,1,0,"Manhattan",40.76145,-73.97751,1,2,160,1,336,4.13,1,1.17,1,0,0,0,0,0,1,0,0,5.07517381523383
580,4,0,44,1,0,"Manhattan",40.76273,-73.97749,1,2,172,1,344,4.79,1,2.54,1,0,0,0,0,0,1,0,0,5.14749447681345
580,4,0,44,1,0,"Manhattan",40.76363,-73.9766,1,2,179,1,344,4.64,1,3.57,1,0,0,0,0,0,1,0,0,5.18738580584075
580,4,0,44,1,0,"Manhattan",40.76229,-73.97755,1,2,160,1,353,4.21,1,1.84,1,0,0,0,0,0,1,0,0,5.07517381523383
580,4,0,44,1,0,"Manhattan",40.76315,-73.97703,1,2,181,1,344,4.13,1,2.1,1,0,0,0,0,0,1,0,0,5.19849703126583
580,4,0,44,1,0,"Manhattan",40.76227,-73.97525,1,2,160,1,347,4.69,1,3.92,1,0,0,0,0,0,1,0,0,5.07517381523383
580,4,0,44,1,0,"Manhattan",40.76327,-73.97557,1,2,170,1,287,4.6,1,2.86,1,0,0,0,0,0,1,0,0,5.13579843705026
580,4,0,44,1,0,"Manhattan",40.76205,-73.9753,1,2,155,1,343,4.78,1,1.17,1,0,0,0,0,0,1,0,0,5.04342511691925
580,4,0,44,1,0,"Manhattan",40.76359,-73.97734,1,2,160,1,312,4.53,1,5.38,1,0,0,0,0,0,1,0,0,5.07517381523383
580,4,0,44,1,0,"Manhattan",40.76281,-73.97541,1,2,172,1,358,3.8,1,0.67,1,0,0,0,0,0,1,0,0,5.14749447681345
580,4,0,44,1,0,"Manhattan",40.76344,-73.97523,1,2,179,1,349,4.47,1,2.48,1,0,0,0,0,0,1,0,0,5.18738580584075
580,4,0,44,1,0,"Manhattan",40.76176,-73.97757,1,2,179,1,351,4.5,1,1.82,1,0,0,0,0,0,1,0,0,5.18738580584075
1542,4,0,0,1,1,"Manhattan",40.76121,-73.98882,1,2,195,30,109,5,0,0.54,1,0,0,0,0,0,1,0,0,5.27299955856375
2521,4,0,14,1,1,"Queens",40.7686,-73.92968,1,2,60,1,278,4.13,1,1.06,0,0,1,0,0,0,0,1,0,4.0943445622221
2553,4,1,0,1,0,"Manhattan",40.8081,-73.94708,1.5,1,86,1,218,5,1,4.69,0,0,1,0,0,0,1,0,0,4.45434729625351
2523,4,0,2,1,1,"Brooklyn",40.69557,-73.92647,2,5,183,1,231,4.28,1,4.29,1,0,0,0,0,1,0,0,0,5.20948615284142
2521,4,0,14,1,1,"Queens",40.76832,-73.92503,1,2,81,1,307,4.69,1,2.2,0,0,1,0,0,0,0,1,0,4.39444915467244
1341,4,1,0,1,1,"Brooklyn",40.65675,-73.87807,1,3,103,2,269,4.96,0,3.84,1,0,0,0,0,1,0,0,0,4.63472898822964
570,4,0,0,1,1,"Queens",40.67666,-73.83688,1,4,175,3,326,4.88,0,2.16,1,0,0,0,0,0,0,1,0,5.16478597392351
2433,4,0,3,1,1,"Queens",40.74424,-73.91083,1,6,235,3,6,4.45,1,1.63,1,0,0,0,0,0,0,1,0,5.45958551414416
906,2,1,0,1,1,"Bronx",40.9116,-73.84917,0.5,16,590,1,365,5,1,1.63,1,0,0,0,1,0,0,0,0,6.38012253689976
2990,4,0,5,1,1,"Brooklyn",40.65468,-73.91939,1,1,45,28,336,5,0,1.46,0,0,1,0,0,1,0,0,0,3.80666248977032
1257,3,0,0,1,1,"Bronx",40.82327,-73.89585,1,3,194,1,365,4.5,0,0.39,1,0,0,0,1,0,0,0,0,5.26785815906333
2221,3,0,0,1,1,"Manhattan",40.7928,-73.94448,1,2,90,1,35,4.88,1,3.47,0,0,1,0,0,0,1,0,0,4.49980967033027
569,1,0,1,1,1,"Brooklyn",40.71678,-73.95756,1,2,117,1,228,4.74,0,2.88,1,0,0,0,0,1,0,0,0,4.76217393479776
4358,4,0,17,1,1,"Manhattan",40.7518,-73.97348,1,4,300,2,0,0,1,0,1,0,0,0,0,0,1,0,0,5.7037824746562
569,1,0,1,1,1,"Manhattan",40.77719,-73.94722,1,2,175,4,1,5,1,2.02,1,0,0,0,0,0,1,0,0,5.16478597392351
600,4,0,0,1,1,"Queens",40.73565,-73.89511,1,5,130,1,70,4.53,1,2.42,1,0,0,0,0,0,0,1,0,4.86753445045558
3681,4,0,2633,1,1,"Manhattan",40.71929,-73.98695,1,2,500,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.21460809842219
3681,4,0,2633,1,1,"Manhattan",40.72072,-73.98694,1,2,500,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.21460809842219
3681,4,0,2633,1,1,"Manhattan",40.71892,-73.98866,1,2,480,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.17378610390194
3681,4,0,2633,1,1,"Manhattan",40.71902,-73.98743,1,2,480,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.17378610390194
3681,4,0,2633,1,1,"Manhattan",40.71891,-73.98742,1,2,480,1,364,0,1,0,0,0,1,0,0,0,1,0,0,6.17378610390194
3055,2,0,0,1,1,"Brooklyn",40.73261,-73.95662,1,2,133,2,13,4.8,0,1.84,1,0,0,0,0,1,0,0,0,4.89034912822175
3681,4,0,2633,1,1,"Manhattan",40.72058,-73.98697,2,8,1148,1,364,0,1,0,0,0,1,0,0,0,1,0,0,7.04577657687951
1515,4,1,0,1,0,"Brooklyn",40.70415,-73.92781,1,2,130,1,44,4.82,1,1.39,0,0,1,0,0,1,0,0,0,4.86753445045558
641,4,0,0,1,1,"Manhattan",40.75136,-73.98017,1,2,359,1,149,4.4,1,7.53,1,0,0,0,0,0,1,0,0,5.88332238848828
3374,4,0,0,1,1,"Brooklyn",40.68483,-73.99104,1,4,375,2,11,4.89,1,1.25,1,0,0,0,0,1,0,0,0,5.92692602597041
569,4,0,2,1,0,"Manhattan",40.74906,-73.98767,1,2,298,1,153,3,1,0.16,1,0,0,0,0,0,1,0,0,5.6970934865054
569,4,0,2,1,0,"Manhattan",40.7473,-73.98923,1,2,205,1,298,4.81,1,5.27,1,0,0,0,0,0,1,0,0,5.32300997913841
2741,3,1,1,1,1,"Manhattan",40.75946,-73.98762,1,4,221,1,273,4.94,0,10,0,0,1,0,0,0,1,0,0,5.39816270151775
569,4,0,0,1,1,"Bronx",40.92389,-73.90521,1,8,280,1,160,4.67,0,2.72,1,0,0,0,1,0,0,0,0,5.63478960316925
3440,4,0,5,1,1,"Queens",40.75586,-73.92785,1,3,499,1,73,4.5,0,0.25,1,0,0,0,0,0,0,1,0,6.21260609575152
1560,4,0,0,1,1,"Manhattan",40.77142,-73.95331,1,2,207,5,86,5,1,0.59,1,0,0,0,0,0,1,0,0,5.33271879326537
568,2,0,0,1,1,"Manhattan",40.72711,-73.99959,1,2,161,70,295,0,0,0,1,0,0,0,0,0,1,0,0,5.08140436498446
2872,4,0,2,1,1,"Brooklyn",40.73011,-73.95697,1,1,118,1,53,5,0,2.52,0,0,1,0,0,1,0,0,0,4.77068462446567
899,4,1,9,1,1,"Bronx",40.83789,-73.86863,1,5,120,1,359,4.73,1,3.18,0,0,1,0,1,0,0,0,0,4.78749174278205
582,4,1,0,1,1,"Brooklyn",40.68649,-73.87627,1,6,279,5,328,5,1,3.19,1,0,0,0,0,1,0,0,0,5.63121178182137
568,4,0,0,1,1,"Brooklyn",40.67555,-73.88711,1,4,145,1,353,4.69,0,1.6,1,0,0,0,0,1,0,0,0,4.97673374242057
961,4,0,1,1,1,"Brooklyn",40.58185,-73.96412,1,2,80,3,335,4,1,0.39,1,0,0,0,0,1,0,0,0,4.38202663467388
828,4,0,0,1,0,"Bronx",40.84816,-73.91879,1,1,187,2,141,4.93,0,2.08,1,0,0,0,1,0,0,0,0,5.23110861685459
3525,0,0,1,1,1,"Brooklyn",40.71,-73.95167,1,2,249,7,0,5,0,0.15,1,0,0,0,0,1,0,0,0,5.51745289646471
619,4,0,5,1,1,"Queens",40.77013,-73.76992,1,8,432,3,317,4.61,0,2.27,1,0,0,0,0,0,0,1,0,6.06842558824411
